Accuracy,Precision,Recall,F1_Score,ROC_AUC,MCC,SPCC,PCC
0.9809473868204859,0.9667458432304038,0.9961538461538462,0.9812295505424488,0.997453516424156,0.9623401688403911,0.8616147659685963,0.9663391
