smiles
N#CN1CCC(NC(=O)c2ccc(-c3ccccc3)cc2)C1
N=C(N)CCN1c2ccccc2Sc2ccccc21
COc1cc([C@@H]2c3cc4c(cc3N[C@@H]3COC(=O)N23)OCO4)cc(OC)c1OC
NC1=NC(c2ccc(F)cc2)Cc2cccc(F)c21
O=C1N[C@H](Cc2ccccc2)[C@H](O)[C@H]2C(Cc3ccccc3)N12
CCSc1ccnc(CSc2nc3ccccc3n2CC2CO2)c1C
CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1
CNS(=O)(=O)c1ccc2c(c1)C(n1ccccc1=O)=CC(C)(C)O2
Cc1cccnc1NC(=O)c1cc(Br)cc(Br)c1O
CCOC(=O)C(=O)Nc1nc(-c2ccc(OC)cc2O)cs1
COc1cc2c(C)nc(O)c(C)c2cc1OC
CNC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl
ClCCN(CCCl)c1ccccc1
O=C(/C=C/c1ccccc1)n1c(=O)oc2c3ncccc3c(Cl)cc21
Cc1noc(NS(=O)(=O)c2cccc3c(N4CCCCC4=O)cccc23)c1C
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc4ccccc4s3)[C@H](C)[C@H]12.[Na+]
COC(=O)Cc1nccc2c1[nH]c1ccccc12
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@@H](c4ccc(CCN)cc4)C3)[C@H](C)[C@H]12
CCc1[nH]c(O)nc1C(=O)c1ccc(-n2ccnc2)cc1C
CCOCc1noc(C2CN=CNC2)n1.O=C(O)C(F)(F)F
CC(=O)Nc1ccc(/C=C/c2ccc(C)cc2)cc1
CCCOC(=O)c1cc(OC)c(CC(C)N)cc1OC
CCCC#Cc1noc(C2CN=CNC2)n1.O=C(O)C(F)(F)F
O=C(O)CNc1ccccc1P(=O)(O)O
CSc1nc2nc(NS(=O)(=O)c3ccc(Cl)cc3)nn2c(N)c1C#N
CCC1C(=O)Nc2cc3[nH]c(-c4ccncc4)nc3cc21
CC(=O)c1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3
COc1ccc(CN2C(=O)[C@H](CS)NC(=O)[C@@H]2Cc2ccc([N+](=O)[O-])cc2)cc1
O=C(CC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O)NO
CCCC[C@]1(c2ccccc2)OC[C@H]([C@@H]2CCCCN2)O1
CC(C)N(CCC(CCN(C(C)C)C(C)C)(C(N)=O)c1ccccc1)C(C)C
O=C1Nc2ccc(F)cc2C(C#Cc2cccnc2)(C(F)(F)F)O1
CC1CCC(=NNc2cccc3ccccc23)c2ncc(C(=O)O)c(=O)n21
Cc1nccc2c1[nH]c1ccc(F)cc12
O=C([O-])CCCCn1cnc2c1NC=NCC2O.[Na+]
O=C(O)c1ccc(Oc2ccc(C(=O)c3ccc4c(c3)C(=O)OC4=O)cc2)cc1
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
CCCCn1c(=O)c2c(ncn2S(=O)(=O)c2ccc(NO)cc2)n(CCCC)c1=O
CCS(=O)(=O)c1ccc(OC)c(-c2ccc(C(C)N3CCCCCC3)[nH]2)c1
Cc1ncc(COP(=O)(O)O)c(C=O)c1O
c1ccc(-c2ccc(C3=NCCN3)cc2)cc1
CCCC(=O)Nc1ccc(Oc2cccc3c2CCO3)cc1
CC(/C=C/C(=O)C1=C(O)CN(C)C1=O)=C\c1ccc2ccccc2c1
C=CCNC(=O)NCCNCC(O)c1ccccc1
Cc1nc(O)[nH]c1C(=O)c1ccc(N2CCN(C)CC2)cc1
Cc1cccc(C)c1OC(=O)NS(=O)(=O)Oc1c(C(C)C)cccc1C(C)C
Brc1ccc(Nc2nc3ccccc3n3cncc23)cc1
COc1ccc(C2Nc3cc(OC)c(OC)cc3C(C)=[N+]2[O-])cc1
C[C@H](Cc1ccccc1)N(C)CCCc1ccccc1
CCCN1CC=C(c2c[nH]c3ccc(C(N)=O)cc23)CC1
O=P(O)(O)C(N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1)c1cccc2ccccc12
Cn1c(=O)c2c(nc3n(Cc4ccccc4)c(O)c(CCO)c(=O)n23)n(C)c1=O
CCCN1CC[C@H]2Cc3c(O)cccc3C[C@@H]21
O=C(O)/C=C/c1ccc(NC(=O)c2cccc(NC3=NCCCN3)c2)cc1Cl
